INSERT INTO
bookhasauthor(isbn, authorId)
(1000004488,'10'),
(1000004488,'28'),
(1000004489,'23'),
(1000004489,'11'),
(1000004489,'12'),
(1000004490,'29'),
(1000004491,'13'),
(1000004491,'14'),
(1000004492,'15'),
(1000004493,'24'),
(1000004493,'25'),
(1000004493,'1'),
(1000004494,'2'),
(1000004494,'26'),
(1000004494,'16'),
(1000004495,'17'),
(1000004496,'3'),
(1000004496,'4'),
(1000004497,'5'),
(1000004497,'18'),
(1000004498,'6'),
(1000004498,'7'),
(1000004499,'19'),
(1000004499,'20'),
(1000004500,'27'),
(1000004500,'8'),
(1000004501,'9'),
(1000004501,'21'),
(1000004501,'22'),
(1000004502,'30'),
(1000004502,'10'),
(1000004503,'28'),
(1000004503,'23'),
(1000004504,'11'),
(1000004504,'12'),
(1000004504,'29'),
(1000004505,'13'),
(1000004505,'14'),
(1000004505,'15'),
(1000004506,'24'),
(1000004506,'25'),
(1000004507,'1'),
(1000004507,'2'),
(1000004508,'26'),
(1000004508,'16'),
(1000004509,'17'),
(1000004509,'3'),
(1000004509,'4'),
(1000004510,'5'),
(1000004510,'18'),
(1000004510,'6'),
(1000004511,'7'),
(1000004511,'19'),
(1000004511,'20'),
(1000004512,'27'),
(1000004512,'8'),
(1000004513,'9'),
(1000004514,'21'),
(1000004514,'22'),
(1000004515,'30'),
(1000004516,'10'),
(1000004516,'28'),
(1000004516,'23'),
(1000004517,'11'),
(1000004517,'12'),
(1000004517,'29'),
(1000004518,'13'),
(1000004519,'14'),
(1000004520,'15'),
(1000004520,'24'),
(1000004521,'25'),
(1000004522,'1'),
(1000004523,'2'),
(1000004524,'26'),
(1000004524,'16'),
(1000004524,'17'),
(1000004525,'3'),
(1000004526,'4'),
(1000004526,'5'),
(1000004527,'18'),
(1000004527,'6'),
(1000004527,'7'),
(1000004528,'19'),
(1000004528,'20'),
(1000004529,'27'),
(1000004530,'8'),
(1000004530,'9'),
(1000004530,'21'),
(1000004531,'22'),
(1000004532,'30'),
(1000004532,'10'),
(1000004532,'28'),
(1000004533,'23'),
(1000004533,'11'),
(1000004534,'12'),
(1000004534,'29'),
(1000004535,'13'),
(1000004535,'14'),
(1000004535,'15'),
(1000004536,'24'),
(1000004536,'25'),
(1000004536,'1'),
(1000004537,'2'),
(1000004537,'26'),
(1000004538,'16'),
(1000004538,'17'),
(1000004538,'3'),
(1000004539,'4'),
(1000004539,'5'),
(1000004539,'18'),
(1000004540,'6'),
(1000004540,'7'),
(1000004541,'19'),
(1000004541,'20'),
(1000004541,'27'),
(1000004542,'8'),
(1000004542,'9'),
(1000004542,'21'),
(1000004543,'22'),
(1000004543,'30'),
(1000004543,'10'),
(1000004544,'28'),
(1000004544,'23'),
(1000004544,'11'),
(1000004545,'12'),
(1000004546,'29'),
(1000004546,'13'),
(1000004546,'14'),
(1000004547,'15'),
(1000004548,'24'),
(1000004548,'25'),
(1000004548,'1'),
(1000004549,'2'),
(1000004549,'26'),
(1000004550,'16'),
(1000004550,'17'),
(1000004551,'3'),
(1000004551,'4'),
(1000004552,'5'),
(1000004553,'18'),
(1000004553,'6'),
(1000004554,'7'),
(1000004555,'19'),
(1000004555,'20'),
(1000004555,'27'),
(1000004556,'8'),
(1000004556,'9'),
(1000004557,'21'),
(1000004557,'22'),
(1000004558,'30'),
(1000004559,'10'),
(1000004559,'28'),
(1000004559,'23'),
(1000004560,'11'),
(1000004561,'12'),
(1000004561,'29'),
(1000004561,'13'),
(1000004562,'14'),
(1000004562,'15'),
(1000004562,'24'),
(1000004563,'25'),
(1000004563,'1'),
(1000004563,'2'),
(1000004564,'26'),
(1000004564,'16'),
(1000004564,'17'),
(1000004565,'3'),
(1000004566,'4'),
(1000004566,'5'),
(1000004566,'18'),
(1000004567,'6'),
(1000004567,'7'),
(1000004567,'19'),
(1000004568,'20'),
(1000004569,'27'),
(1000004570,'8'),
(1000004570,'9'),
(1000004570,'21'),
(1000004571,'22'),
(1000004571,'30'),
(1000004571,'10'),
(1000004572,'28'),
(1000004572,'23'),
(1000004572,'11'),
(1000004573,'12'),
(1000004573,'29'),
(1000004573,'13'),
(1000004574,'14'),
(1000004574,'15'),
(1000004575,'24'),
(1000004575,'25'),
(1000004576,'1'),
(1000004576,'2'),
(1000004577,'26'),
(1000004578,'16'),
(1000004578,'17'),
(1000004579,'3'),
(1000004579,'4'),
(1000004580,'5'),
(1000004581,'18'),
(1000004582,'6'),
(1000004582,'7'),
(1000004582,'19'),
(1000004583,'20'),
(1000004583,'27'),
(1000004584,'8'),
(1000004584,'9'),
(1000004585,'21'),
(1000004586,'22'),
(1000004586,'30'),
(1000004587,'10'),
(1000004587,'28'),
(1000004588,'23'),
(1000004589,'11'),
(1000004590,'12'),
(1000004590,'29'),
(1000004591,'13'),
(1000004592,'14'),
(1000004592,'15'),
(1000004593,'24'),
(1000004594,'25'),
(1000004595,'1'),
(1000004595,'2'),
(1000004595,'26'),
(1000004596,'16'),
(1000004596,'17'),
(1000004596,'3'),
(1000004597,'4'),
(1000004597,'5'),
(1000004597,'18'),
(1000004598,'6'),
(1000004598,'7'),
(1000004599,'19'),
(1000004599,'20'),
(1000004599,'27'),
(1000004600,'8'),
(1000004601,'9'),
(1000004602,'21'),
(1000004602,'22'),
(1000004603,'30'),
(1000004603,'10'),
(1000004604,'28'),
(1000004605,'23'),
(1000004605,'11'),
(1000004606,'12'),
(1000004606,'29'),
(1000004607,'13'),
(1000004608,'14'),
(1000004608,'15'),
(1000004608,'24'),
(1000004609,'25'),
(1000004610,'1'),
(1000004610,'2'),
(1000004610,'26'),
(1000004611,'16'),
(1000004611,'17'),
(1000004611,'3'),
(1000004612,'4'),
(1000004612,'5'),
(1000004613,'18'),
(1000004613,'6'),
(1000004613,'7'),
(1000004614,'19'),
(1000004615,'20'),
(1000004615,'27'),
(1000004616,'8'),
(1000004616,'9'),
(1000004616,'21'),
(1000004617,'22'),
(1000004618,'30'),
(1000004618,'10'),
(1000004618,'28'),
(1000004619,'23'),
(1000004619,'11'),
(1000004619,'12'),
(1000004620,'29'),
(1000004621,'13'),
(1000004621,'14'),
(1000004621,'15'),
(1000004622,'24'),
(1000004623,'25'),
(1000004624,'1'),
(1000004624,'2'),
(1000004624,'26'),
(1000004625,'16'),
(1000004626,'17'),
(1000004627,'3'),
(1000004627,'4'),
(1000004628,'5'),
(1000004628,'18'),
(1000004628,'6'),
(1000004629,'7'),
(1000004629,'19'),
(1000004630,'20'),
(1000004630,'27'),
(1000004631,'8'),
(1000004631,'9'),
(1000004632,'21'),
(1000004632,'22'),
(1000004633,'30'),
(1000004633,'10'),
(1000004633,'28'),
(1000004634,'23'),
(1000004634,'11'),
(1000004634,'12'),
(1000004635,'29'),
(1000004635,'13'),
(1000004636,'14'),
(1000004636,'15'),
(1000004637,'24'),
(1000004637,'25'),
(1000004638,'1'),
(1000004639,'2'),
(1000004639,'26'),
(1000004639,'16'),
(1000004640,'17'),
(1000004640,'3'),
(1000004640,'4'),
(1000004641,'5'),
(1000004641,'18'),
(1000004641,'6'),
(1000004642,'7'),
(1000004643,'19'),
(1000004643,'20'),
(1000004643,'27'),
(1000004644,'8'),
(1000004645,'9'),
(1000004646,'21'),
(1000004646,'22'),
(1000004647,'30'),
(1000004648,'10'),
(1000004648,'28'),
(1000004649,'23'),
(1000004649,'11'),
(1000004650,'12'),
(1000004651,'29'),
(1000004652,'13'),
(1000004653,'14'),
(1000004653,'15'),
(1000004654,'24'),
(1000004654,'25'),
(1000004655,'1'),
(1000004655,'2'),
(1000004656,'26'),
(1000004656,'16'),
(1000004656,'17'),
(1000004657,'3'),
(1000004658,'4'),
(1000004658,'5'),
(1000004658,'18'),
(1000004659,'6'),
(1000004660,'7'),
(1000004661,'19'),
(1000004661,'20'),
(1000004662,'27'),
(1000004662,'8'),
(1000004663,'9'),
(1000004664,'21'),
(1000004665,'22'),
(1000004665,'30'),
(1000004665,'10'),
(1000004666,'28'),
(1000004666,'23'),
(1000004667,'11'),
(1000004668,'12'),
(1000004668,'29'),
(1000004669,'13'),
(1000004670,'14'),
(1000004670,'15'),
(1000004671,'24'),
(1000004671,'25'),
(1000004671,'1'),
(1000004672,'2'),
(1000004672,'26'),
(1000004673,'16'),
(1000004673,'17'),
(1000004673,'3'),
(1000004674,'4'),
(1000004675,'5'),
(1000004675,'18'),
(1000004675,'6'),
(1000004676,'7'),
(1000004676,'19'),
(1000004677,'20'),
(1000004678,'27'),
(1000004679,'8'),
(1000004679,'9'),
(1000004679,'21'),
(1000004680,'22'),
(1000004680,'30'),
(1000004681,'10'),
(1000004681,'28'),
(1000004681,'23'),
(1000004682,'11'),
(1000004682,'12'),
(1000004682,'29'),
(1000004683,'13'),
(1000004683,'14'),
(1000004684,'15'),
(1000004684,'24'),
(1000004685,'25'),
(1000004686,'1'),
(1000004687,'2'),
(1000004687,'26'),
(1000004687,'16'),
(1000004688,'17'),
(1000004689,'3'),
(1000004689,'4'),
(1000004689,'5'),
(1000004690,'18'),
(1000004691,'6'),
(1000004691,'7'),
(1000004691,'19'),
(1000004692,'20'),
(1000004693,'27'),
(1000004694,'8'),
(1000004694,'9'),
(1000004694,'21'),
(1000004695,'22'),
(1000004696,'30'),
(1000004696,'10'),
(1000004697,'28'),
(1000004698,'23'),
(1000004698,'11'),
(1000004698,'12'),
(1000004699,'29'),
(1000004700,'13'),
(1000004701,'14'),
(1000004702,'15'),
(1000004703,'24'),
(1000004704,'25'),
(1000004704,'1'),
(1000004704,'2'),
(1000004705,'26'),
(1000004705,'16'),
(1000004705,'17'),
(1000004706,'3'),
(1000004707,'4'),
(1000004707,'5'),
(1000004707,'18'),
(1000004708,'6'),
(1000004708,'7'),
(1000004709,'19'),
(1000004709,'20'),
(1000004709,'27'),
(1000004710,'8'),
(1000004710,'9'),
(1000004711,'21'),
(1000004711,'22'),
(1000004711,'30'),
(1000004712,'10'),
(1000004713,'28'),
(1000004713,'23'),
(1000004714,'11'),
(1000004714,'12'),
(1000004714,'29'),
(1000004715,'13'),
(1000004715,'14'),
(1000004716,'15'),
(1000004716,'24'),
(1000004716,'25'),
(1000004717,'1'),
(1000004718,'2'),
(1000004718,'26'),
(1000004719,'16'),
(1000004719,'17'),
(1000004720,'3'),
(1000004721,'4'),
(1000004721,'5'),
(1000004722,'18'),
(1000004723,'6'),
(1000004724,'7'),
(1000004724,'19'),
(1000004725,'20'),
(1000004725,'27'),
(1000004725,'8'),
(1000004726,'9'),
(1000004726,'21'),
(1000004727,'22'),
(1000004727,'30'),
(1000004727,'10'),
(1000004728,'28'),
(1000004729,'23'),
(1000004729,'11'),
(1000004729,'12'),
(1000004730,'29'),
(1000004730,'13'),
(1000004730,'14'),
(1000004731,'15'),
(1000004731,'24'),
(1000004731,'25'),
(1000004732,'1'),
(1000004732,'2'),
(1000004733,'26'),
(1000004733,'16'),
(1000004733,'17'),
(1000004734,'3'),
(1000004735,'4'),
(1000004736,'5'),
(1000004737,'18'),
(1000004737,'6'),
(1000004737,'7'),
(1000004738,'19'),
(1000004738,'20'),
(1000004738,'27'),
(1000004739,'8'),
(1000004740,'9'),
(1000004741,'21'),
(1000004742,'22'),
(1000004742,'30'),
(1000004743,'10'),
(1000004744,'28'),
(1000004744,'23'),
(1000004744,'11'),
(1000004745,'12'),
(1000004745,'29'),
(1000004745,'13'),
(1000004746,'14'),
(1000004747,'15'),
(1000004747,'24'),
(1000004748,'25'),
(1000004748,'1'),
(1000004749,'2'),
(1000004749,'26'),
(1000004750,'16'),
(1000004750,'17'),
(1000004751,'3'),
(1000004751,'4'),
(1000004751,'5'),
(1000004752,'18'),
(1000004753,'6'),
(1000004754,'7'),
(1000004754,'19'),
(1000004754,'20'),
(1000004755,'27'),
(1000004755,'8'),
(1000004756,'9'),
(1000004756,'21'),
(1000004757,'22'),
(1000004758,'30'),
(1000004758,'10'),
(1000004759,'28'),
(1000004760,'23'),
(1000004760,'11'),
(1000004760,'12'),
(1000004761,'29'),
(1000004761,'13'),
(1000004761,'14'),
(1000004762,'15'),
(1000004762,'24'),
(1000004763,'25'),
(1000004764,'1'),
(1000004765,'2'),
(1000004765,'26'),
(1000004765,'16'),
(1000004766,'17'),
(1000004766,'3'),
(1000004766,'4'),
(1000004767,'5'),
(1000004768,'18'),
(1000004768,'6'),
(1000004769,'7'),
(1000004769,'19'),
(1000004769,'20'),
(1000004770,'27'),
(1000004770,'8'),
(1000004770,'9'),
(1000004771,'21'),
(1000004771,'22'),
(1000004772,'30'),
(1000004773,'10'),
(1000004774,'28'),
(1000004775,'23'),
(1000004775,'11'),
(1000004775,'12'),
(1000004776,'29'),
(1000004776,'13'),
(1000004776,'14'),
(1000004777,'15'),
(1000004777,'24'),
(1000004777,'25'),
(1000004778,'1'),
(1000004778,'2'),
(1000004779,'26'),
(1000004779,'16'),
(1000004779,'17'),
(1000004780,'3'),
(1000004781,'4'),
(1000004781,'5'),
(1000004782,'18'),
(1000004782,'6'),
(1000004782,'7'),
(1000004783,'19'),
(1000004783,'20'),
(1000004783,'27'),
(1000004784,'8'),
(1000004784,'9'),
(1000004784,'21'),
(1000004785,'22'),
(1000004785,'30'),
(1000004785,'10'),
(1000004786,'28'),
(1000004786,'23'),
(1000004787,'11'),
(1000004787,'12'),
(1000004787,'29'),
(1000004788,'13'),
(1000004788,'14'),
(1000004788,'15'),
(1000004789,'24'),
(1000004789,'25'),
(1000004790,'1'),
(1000004791,'2'),
(1000004791,'26'),
(1000004791,'16'),
(1000004792,'17'),
(1000004792,'3'),
(1000004792,'4'),
(1000004793,'5'),
(1000004793,'18'),
(1000004793,'6'),
(1000004794,'7'),
(1000004794,'19'),
(1000004794,'20'),
(1000004795,'27'),
(1000004796,'8'),
(1000004797,'9'),
(1000004797,'21'),
(1000004798,'22'),
(1000004799,'30'),
(1000004799,'10'),
(1000004800,'28'),
(1000004800,'23'),
(1000004801,'11'),
(1000004801,'12'),
(1000004801,'29'),
(1000004802,'13'),
(1000004802,'14'),
(1000004802,'15'),
(1000004803,'24'),
(1000004803,'25'),
(1000004803,'1'),
(1000004804,'2'),
(1000004804,'26'),
(1000004805,'16'),
(1000004806,'17'),
(1000004806,'3'),
(1000004806,'4'),
(1000004807,'5'),
(1000004807,'18'),
(1000004808,'6'),
(1000004809,'7'),
(1000004809,'19'),
(1000004809,'20'),
(1000004810,'27'),
(1000004810,'8'),
(1000004811,'9'),
(1000004811,'21'),
(1000004812,'22'),
(1000004813,'30'),
(1000004813,'10'),
(1000004814,'28'),
(1000004814,'23'),
(1000004814,'11'),
(1000004815,'12'),
(1000004816,'29'),
(1000004816,'13'),
(1000004816,'14'),
(1000004817,'15'),
(1000004817,'24'),
(1000004818,'25'),
(1000004818,'1'),
(1000004818,'2'),
(1000004819,'26'),
(1000004820,'16'),
(1000004821,'17'),
(1000004821,'3'),
(1000004822,'4'),
(1000004822,'5'),
(1000004822,'18'),
(1000004823,'6'),
(1000004823,'7'),
(1000004823,'19'),
(1000004824,'20'),
(1000004825,'27'),
(1000004825,'8'),
(1000004826,'9'),
(1000004826,'21'),
(1000004826,'22'),
(1000004827,'30'),
(1000004827,'10'),
(1000004827,'28'),
(1000004828,'23'),
(1000004828,'11'),
(1000004828,'12'),
(1000004829,'29'),
(1000004829,'13'),
(1000004829,'14'),
(1000004830,'15'),
(1000004831,'24'),
(1000004831,'25'),
(1000004831,'1'),
(1000004832,'2'),
(1000004833,'26'),
(1000004833,'16'),
(1000004834,'17'),
(1000004835,'3'),
(1000004835,'4'),
(1000004836,'5'),
(1000004836,'18'),
(1000004837,'6'),
(1000004837,'7'),
(1000004837,'19'),
(1000004838,'20'),
(1000004838,'27'),
(1000004838,'8'),
(1000004839,'9'),
(1000004840,'21'),
(1000004841,'22'),
(1000004841,'30'),
(1000004842,'10'),
(1000004842,'28'),
(1000004842,'23'),
(1000004843,'11'),
(1000004843,'12'),
(1000004843,'29'),
(1000004844,'13'),
(1000004845,'14'),
(1000004845,'15'),
(1000004846,'24'),
(1000004846,'25'),
(1000004847,'1'),
(1000004847,'2'),
(1000004847,'26'),
(1000004848,'16'),
(1000004848,'17'),
(1000004849,'3'),
(1000004849,'4'),
(1000004849,'5'),
(1000004850,'18'),
(1000004850,'6'),
(1000004851,'7'),
(1000004851,'19'),
(1000004851,'20'),
(1000004852,'27'),
(1000004852,'8'),
(1000004852,'9'),
(1000004853,'21'),
(1000004853,'22'),
(1000004854,'30'),
(1000004854,'10'),
(1000004854,'28'),
(1000004855,'23'),
(1000004855,'11'),
(1000004855,'12'),
(1000004856,'29'),
(1000004856,'13'),
(1000004856,'14'),
(1000004857,'15'),
(1000004857,'24'),
(1000004857,'25'),
(1000004858,'1'),
(1000004859,'2'),
(1000004859,'26'),
(1000004859,'16'),
(1000004860,'17'),
(1000004861,'3'),
(1000004862,'4'),
(1000004862,'5'),
(1000004862,'18'),
(1000004863,'6'),
(1000004863,'7'),
(1000004863,'19'),
(1000004864,'20'),
(1000004865,'27'),
(1000004866,'8'),
(1000004866,'9'),
(1000004866,'21'),
(1000004867,'22'),
(1000004867,'30'),
(1000004868,'10'),
(1000004869,'28'),
(1000004869,'23'),
(1000004870,'11'),
(1000004871,'12'),
(1000004872,'29'),
(1000004872,'13'),
(1000004872,'14'),
(1000004873,'15'),
(1000004873,'24'),
(1000004873,'25'),
(1000004874,'1'),
(1000004874,'2'),
(1000004875,'26'),
(1000004876,'16'),
(1000004877,'17'),
(1000004877,'3'),
(1000004877,'4'),
(1000004878,'5'),
(1000004879,'18'),
(1000004879,'6'),
(1000004880,'7'),
(1000004880,'19'),
(1000004880,'20'),
(1000004881,'27'),
(1000004881,'8'),
(1000004882,'9'),
(1000004883,'21'),
(1000004883,'22'),
(1000004883,'30'),
(1000004884,'10'),
(1000004884,'28'),
(1000004884,'23'),
(1000004885,'11'),
(1000004885,'12'),
(1000004886,'29'),
(1000004886,'13'),
(1000004887,'14'),
(1000004888,'15'),
(1000004888,'24'),
(1000004888,'25'),
(1000004889,'1'),
(1000004890,'2'),
(1000004891,'26'),
(1000004891,'16'),
(1000004892,'17'),
(1000004892,'3'),
(1000004893,'4'),
(1000004893,'5'),
(1000004894,'18'),
(1000004895,'6'),
(1000004895,'7'),
(1000004895,'19'),
(1000004896,'20'),
(1000004897,'27'),
(1000004897,'8'),
(1000004897,'9'),
(1000004898,'21'),
(1000004898,'22'),
(1000004899,'30'),
(1000004900,'10'),
(1000004901,'28'),
(1000004901,'23'),
(1000004901,'11'),
(1000004902,'12'),
(1000004902,'29'),
(1000004903,'13'),
(1000004903,'14'),
(1000004904,'15'),
(1000004905,'24'),
(1000004906,'25'),
(1000004906,'1'),
(1000004906,'2'),
(1000004907,'26'),
(1000004907,'16'),
(1000004908,'17'),
(1000004908,'3'),
(1000004909,'4'),
(1000004909,'5'),
(1000004910,'18'),
(1000004910,'6'),
(1000004911,'7'),
(1000004911,'19'),
(1000004912,'20'),
(1000004912,'27'),
(1000004913,'8'),
(1000004913,'9'),
(1000004914,'21'),
(1000004915,'22'),
(1000004915,'30'),
(1000004915,'10'),
(1000004916,'28'),
(1000004917,'23'),
(1000004917,'11'),
(1000004918,'12'),
(1000004918,'29'),
(1000004919,'13'),
(1000004920,'14'),
(1000004921,'15'),
(1000004922,'24'),
(1000004922,'25'),
(1000004923,'1'),
(1000004924,'2'),
(1000004924,'26'),
(1000004925,'16'),
(1000004925,'17'),
(1000004926,'3'),
(1000004926,'4'),
(1000004927,'5'),
(1000004927,'18'),
(1000004928,'6'),
(1000004928,'7'),
(1000004929,'19'),
(1000004929,'20'),
(1000004930,'27'),
(1000004930,'8'),
(1000004930,'9'),
(1000004931,'21'),
(1000004931,'22'),
(1000004932,'30'),
(1000004932,'10'),
(1000004932,'28'),
(1000004933,'23'),
(1000004933,'11'),
(1000004933,'12'),
(1000004934,'29'),
(1000004934,'13'),
(1000004935,'14'),
(1000004935,'15'),
(1000004936,'24'),
(1000004937,'25'),
(1000004937,'1'),
(1000004937,'2'),
(1000004938,'26'),
(1000004938,'16'),
(1000004938,'17'),
(1000004939,'3'),
(1000004939,'4'),
(1000004939,'5'),
(1000004940,'18'),
(1000004940,'6'),
(1000004941,'7'),
(1000004941,'19'),
(1000004942,'20'),
(1000004942,'27'),
(1000004942,'8'),
(1000004943,'9'),
(1000004943,'21'),
(1000004943,'22'),
(1000004944,'30'),
(1000004944,'10'),
(1000004944,'28'),
(1000004945,'23'),
(1000004945,'11'),
(1000004946,'12'),
(1000004946,'29'),
(1000004946,'13'),
(1000004947,'14'),
(1000004947,'15'),
(1000004948,'24'),
(1000004948,'25'),
(1000004948,'1'),
(1000004949,'2'),
(1000004949,'26'),
(1000004950,'16'),
(1000004951,'17'),
(1000004951,'3'),
(1000004951,'4'),
(1000004952,'5'),
(1000004952,'18'),
(1000004953,'6'),
(1000004953,'7'),
(1000004954,'19'),
(1000004954,'20'),
(1000004954,'27'),
(1000004955,'8'),
(1000004955,'9'),
(1000004956,'21'),
(1000004956,'22'),
(1000004956,'30'),
(1000004957,'10'),
(1000004957,'28'),
(1000004957,'23'),
(1000004958,'11'),
(1000004958,'12'),
(1000004959,'29'),
(1000004959,'13'),
(1000004959,'14'),
(1000004960,'15'),
(1000004960,'24'),
(1000004961,'25'),
(1000004961,'1'),
(1000004961,'2'),
(1000004962,'26'),
(1000004963,'16'),
(1000004963,'17'),
(1000004964,'3'),
(1000004964,'4'),
(1000004964,'5'),
(1000004965,'18'),
(1000004965,'6'),
(1000004965,'7'),
(1000004966,'19'),
(1000004967,'20'),
(1000004967,'27'),
(1000004967,'8'),
(1000004968,'9'),
(1000004968,'21'),
(1000004969,'22'),
(1000004970,'30'),
(1000004971,'10'),
(1000004971,'28'),
(1000004972,'23'),
(1000004972,'11'),
(1000004973,'12'),
(1000004974,'29'),
(1000004974,'13'),
(1000004975,'14'),
(1000004975,'15'),
(1000004975,'24'),
(1000004976,'25'),
(1000004976,'1'),
(1000004977,'2'),
(1000004978,'26'),
(1000004978,'16'),
(1000004979,'17'),
(1000004980,'3'),
(1000004980,'4'),
(1000004980,'5'),
(1000004981,'18'),
(1000004982,'6'),
(1000004982,'7'),
(1000004983,'19'),
(1000004983,'20'),
(1000004983,'27'),
